base_rank,base_cfg_id,indicator,lambda_de_lever,cagr,sharpe,max_drawdown,calmar,sortino,volatility,n_switches,mean_position,delta_cagr,delta_mdd,effectiveness
2,EMA_N150_th5_bL2_sL0,composite,0.3,0.1797842780224017,0.8428505381774601,0.37912290448555536,0.47421106953787734,1.1778538169157249,0.22694584504341755,25,0.9313414409756453,-0.012544963554297794,0.01135527278511922,0.9051658648485273
2,EMA_N150_th5_bL2_sL0,composite,0.5,0.17091978961931908,0.8474652254393981,0.37912290448555536,0.45082950039973424,1.184899130878419,0.21319717357075293,25,0.8855690682927422,-0.02140945195738042,0.01135527278511922,0.5303859625983909
2,EMA_N150_th5_bL2_sL0,composite,0.7,0.1616687542582791,0.848632847957091,0.37912290448555536,0.42642834908023525,1.1871152998762673,0.20040816744696363,25,0.839796695609839,-0.030660487318420415,0.01135527278511922,0.37035526106257033
3,EMA_N100_th5_bL3_sL0,ebp,0.0,0.2674114834118788,0.8344556884423305,0.6275702829883345,0.4261060325204238,1.1730382989861652,0.36438205522325995,32,1.0,0.0,0.0,0.0
3,EMA_N100_th5_bL3_sL0,ebp,0.3,0.26505570882693563,0.8522342477124408,0.6086015471775394,0.435515995738365,1.1963287889967362,0.347467131454064,32,0.9674338850465146,-0.002355774584943182,0.018968735810795057,8.052016492593477
3,EMA_N100_th5_bL3_sL0,ebp,0.5,0.2626232360714129,0.8611563364584491,0.5955350401970092,0.4409870424828981,1.207911575629547,0.33772249105245405,32,0.945723141744191,-0.004788247340465901,0.0320352427913253,6.69039013932982
3,EMA_N100_th5_bL3_sL0,ebp,0.7,0.25950917154997155,0.8670278376871793,0.5821249889200367,0.44579630919369256,1.2154319143107883,0.3293323748991019,32,0.9240123984418673,-0.007902311861907263,0.04544529406829778,5.75088592584719
3,EMA_N100_th5_bL3_sL0,term_spread,0.0,0.2674114834118788,0.8344556884423305,0.6275702829883345,0.4261060325204238,1.1730382989861652,0.36438205522325995,32,1.0,0.0,0.0,0.0
3,EMA_N100_th5_bL3_sL0,term_spread,0.3,0.24022378757476437,0.8171728804180093,0.5766317657139728,0.4165982553481502,1.1489610458562474,0.3311838455935549,32,0.9012889713569683,-0.027187695837114445,0.050938517274361717,1.8735871395480515
3,EMA_N100_th5_bL3_sL0,term_spread,0.5,0.22073185285271069,0.7975085802455142,0.5397414990790225,0.4089584610954545,1.1214143261292573,0.31140769567391025,32,0.8354816189282807,-0.04667963055916813,0.08782878390931204,1.8815226868170232
3,EMA_N100_th5_bL3_sL0,term_spread,0.7,0.20022581378082638,0.7690220919651342,0.5189692428026424,0.3858144130074579,1.0813998943970369,0.2939657570559177,32,0.7696742664995928,-0.06718566963105244,0.10860104018569205,1.61643161081925
3,EMA_N100_th5_bL3_sL0,cape,0.0,0.2674114834118788,0.8344556884423305,0.6275702829883345,0.4261060325204238,1.1730382989861652,0.36438205522325995,32,1.0,0.0,0.0,0.0
3,EMA_N100_th5_bL3_sL0,cape,0.3,0.24899333666381018,0.8484336477094558,0.5711204983657203,0.43597338455949775,1.192561684863575,0.32483714930914326,32,0.9064267912140413,-0.01841814674806863,0.056449784622614185,3.0649003612990344
3,EMA_N100_th5_bL3_sL0,cape,0.5,0.23412688796955505,0.8475669589105325,0.5299419235726911,0.4417972565581336,1.1915502057734866,0.3027853126768103,32,0.8440446520234021,-0.03328459544232376,0.0976283594156434,2.933139433369886
3,EMA_N100_th5_bL3_sL0,cape,0.7,0.21729627843386745,0.8334928105801289,0.5189692428026424,0.4187074310230414,1.1723111943041031,0.2851360957405315,32,0.781662512832763,-0.05011520497801136,0.10860104018569205,2.1670277560142086
